date,volume
2019-11-02,2058
2019-11-03,3571
2019-11-04,2935
2019-11-05,3369
2019-11-06,3691
2019-11-07,4156
2019-11-08,2128
2019-11-09,2417
2019-11-10,3885
2019-11-11,4092
2019-11-12,4532
2019-11-13,5286
2019-11-14,1686
2019-11-15,1523
2019-11-16,1607
2019-11-17,2584
2019-11-18,2457
2019-11-19,2339
2019-11-20,2462
2019-11-21,2500
2019-11-22,2120
2019-11-23,2342
2019-11-24,3825
2019-11-25,2618
2019-11-26,2984
2019-11-27,3484
2019-11-28,3049
2019-11-29,3525
2019-11-30,2773
2019-12-01,6289
2019-12-02,3539
2019-12-03,1907
2019-12-04,1912
2019-12-05,1728
2019-12-06,1767
2019-12-07,1613
2019-12-08,3528
2019-12-09,3402
2019-12-10,2580
2019-12-11,2516
2019-12-12,2172
2019-12-13,2144
2019-12-14,1299
2019-12-15,1904
2019-12-16,1515
2019-12-17,1187
2019-12-18,1016
2019-12-19,997
2019-12-20,971
2019-12-21,712
2019-12-22,1237
2019-12-23,1074
2019-12-24,974
2019-12-25,636
2019-12-26,1067
2019-12-27,1688
2019-12-28,1739
2019-12-29,2649
2019-12-30,2454
2019-12-31,1888
2020-01-01,2020
2020-01-02,3415
2020-01-03,3347
2020-01-04,3011
2020-01-05,5208
2020-01-06,3129
2020-01-07,3161
2020-01-08,3161
2020-01-09,2873
2020-01-10,2495
2020-01-11,2232
2020-01-12,4169
2020-01-13,2470
2020-01-14,2488
2020-01-15,2656
2020-01-16,2124
2020-01-17,2303
2020-01-18,2545
2020-01-19,4058
2020-01-20,3642
2020-01-21,4111
2020-01-22,5324
2020-01-23,5138
2020-01-24,1937
2020-01-25,1921
2020-01-26,2824
2020-01-27,2687
2020-01-28,3001
2020-01-29,3747
2020-01-30,1853
2020-01-31,1517
2020-02-01,1349
2020-02-02,2502
2020-02-03,1822
2020-02-04,1710
2020-02-05,1858
2020-02-06,1417
2020-02-07,1196
2020-02-08,1367
2020-02-09,3342
2020-02-10,2166
2020-02-11,1767
2020-02-12,1832
2020-02-13,1429
2020-02-14,1215
2020-02-15,1304
2020-02-16,2948
2020-02-17,1985
2020-02-18,2310
2020-02-19,2125
2020-02-20,1308
2020-02-21,1016
2020-02-22,1133
2020-02-23,2393
2020-02-24,1941
2020-02-25,2324
2020-02-26,2840
2020-02-27,2295
2020-02-28,1964
2020-02-29,1982
2020-03-01,3399
2020-03-02,2397
2020-03-03,1951
2020-03-04,2224
2020-03-05,2004
2020-03-06,1934
2020-03-07,1757
2020-03-08,4230
2020-03-09,3586
2020-03-10,3949
2020-03-11,4130
2020-03-12,1238
2020-03-13,1192
2020-03-14,937
2020-03-15,1751
2020-03-16,1128
2020-03-17,1245
2020-03-18,1340
2020-03-19,1379
2020-03-20,1595
2020-03-21,1673
2020-03-22,2630
2020-03-23,2139
2020-03-24,2377
2020-03-25,1733
2020-03-26,1857
2020-03-27,1667
2020-03-28,1746
2020-03-29,3571
2020-03-30,3124
2020-03-31,2343
2020-04-01,2037
2020-04-02,2035
2020-04-03,1881
2020-04-04,1458
2020-04-05,1871
2020-04-06,2029
2020-04-07,1766
2020-04-08,1573
2020-04-09,1734
2020-04-10,1122
2020-04-11,1009
2020-04-12,1210
2020-04-13,3058
2020-04-14,2274
2020-04-15,2131
2020-04-16,1523
2020-04-17,1457
2020-04-18,2180
2020-04-19,2337
2020-04-20,2175
2020-04-21,2041
2020-04-22,2380
2020-04-23,2332
2020-04-24,1692
2020-04-25,1942
2020-04-26,3823
2020-04-27,4812
2020-04-28,3375
2020-04-29,4583
2020-04-30,3388
2020-05-01,3665
2020-05-02,3555
2020-05-03,4108
2020-05-04,3686
2020-05-05,4346
2020-05-06,3040
2020-05-07,1819
2020-05-08,1613
2020-05-09,1345
2020-05-10,2956
2020-05-11,3202
2020-05-12,3307
2020-05-13,4409
2020-05-14,4857
2020-05-15,1874
2020-05-16,1611
2020-05-17,1788
2020-05-18,1739
2020-05-19,1770
2020-05-20,2347
2020-05-21,1045
2020-05-22,1245
2020-05-23,1204
2020-05-24,2491
2020-05-25,1577
2020-05-26,1165
2020-05-27,1316
2020-05-28,1272
2020-05-29,1186
2020-05-30,968
2020-05-31,1261
2020-06-01,1547
2020-06-02,1261
2020-06-03,1343
2020-06-04,1671
2020-06-05,2324
2020-06-06,1978
2020-06-07,3965
2020-06-08,3222
2020-06-09,1884
2020-06-10,1848
2020-06-11,1841
2020-06-12,1316
2020-06-13,1042
2020-06-14,2324
2020-06-15,2051
2020-06-16,2158
2020-06-17,1893
2020-06-18,1815
2020-06-19,1493
2020-06-20,1249
2020-06-21,2266
2020-06-22,2892
2020-06-23,2441
2020-06-24,3195
2020-06-25,1427
2020-06-26,1142
2020-06-27,1228
2020-06-28,2433
2020-06-29,3259
2020-06-30,3397
2020-07-01,1656
2020-07-02,1383
2020-07-03,1309
2020-07-04,1391
2020-07-05,2355
2020-07-06,1954
2020-07-07,1477
2020-07-08,1712
2020-07-09,1594
2020-07-10,1291
2020-07-11,1089
2020-07-12,1701
2020-07-13,1826
2020-07-14,1496
2020-07-15,1266
2020-07-16,1287
2020-07-17,945
2020-07-18,707
2020-07-19,1246
2020-07-20,1494
2020-07-21,1181
2020-07-22,1237
2020-07-23,1134
2020-07-24,1282
2020-07-25,1516
2020-07-26,1885
2020-07-27,1966
2020-07-28,1819
2020-07-29,2016
2020-07-30,1857
2020-07-31,1210
2020-08-01,783
2020-08-02,1325
2020-08-03,1625
2020-08-04,1349
2020-08-05,1186
2020-08-06,1173
2020-08-07,1021
2020-08-08,1140
2020-08-09,1583
2020-08-10,1660
2020-08-11,1628
2020-08-12,1842
2020-08-13,2001
2020-08-14,1333
2020-08-15,1195
2020-08-16,1948
2020-08-17,1976
2020-08-18,1670
2020-08-19,1861
2020-08-20,1693
2020-08-21,1617
2020-08-22,1832
2020-08-23,3097
2020-08-24,2430
2020-08-25,2823
2020-08-26,3223
2020-08-27,2929
2020-08-28,1839
2020-08-29,1846
2020-08-30,3145
2020-08-31,2312
2020-09-01,1822
2020-09-02,1656
2020-09-03,2039
2020-09-04,1577
2020-09-05,1510
2020-09-06,2886
2020-09-07,2322
2020-09-08,2565
2020-09-09,3358
2020-09-10,2897
2020-09-11,1272
2020-09-12,1196
2020-09-13,1509
2020-09-14,1453
2020-09-15,1148
2020-09-16,1332
2020-09-17,1315
2020-09-18,1175
2020-09-19,1072
2020-09-20,1863
2020-09-21,1674
2020-09-22,1789
2020-09-23,1989
2020-09-24,1733
2020-09-25,1742
2020-09-26,1575
2020-09-27,2843
2020-09-28,2333
2020-09-29,2165
2020-09-30,2405
2020-10-01,1855
2020-10-02,1762
2020-10-03,2022
2020-10-04,3019
2020-10-05,2317
2020-10-06,2249
2020-10-07,2151
2020-10-08,2068
2020-10-09,1694
2020-10-10,2054
2020-10-11,3274
2020-10-12,2586
2020-10-13,2551
2020-10-14,3488
2020-10-15,3792
2020-10-16,1327
2020-10-17,1549
2020-10-18,2302
2020-10-19,1861
2020-10-20,1943
2020-10-21,2227
2020-10-22,1864
2020-10-23,1724
2020-10-24,1859
2020-10-25,3419
2020-10-26,2676
2020-10-27,3177
2020-10-28,3428
2020-10-29,1893
2020-10-30,1644
2020-10-31,1887
2020-11-01,4289
2020-11-02,3507
2020-11-03,1656
2020-11-04,1764
2020-11-05,1799
2020-11-06,2053
2020-11-07,1679
2020-11-08,3011
2020-11-09,3280
2020-11-10,3518
2020-11-11,5330
2020-11-12,1573
2020-11-13,1574
2020-11-14,1258
2020-11-15,2510
2020-11-16,1949
2020-11-17,1884
2020-11-18,1711
2020-11-19,1888
2020-11-20,1812
2020-11-21,1836
2020-11-22,2820
2020-11-23,2890
2020-11-24,3179
2020-11-25,3664
2020-11-26,1955
2020-11-27,1984
2020-11-28,1586
2020-11-29,2399
2020-11-30,2249
2020-12-01,2035
2020-12-02,2572
2020-12-03,1977
2020-12-04,1796
2020-12-05,1336
2020-12-06,2902
2020-12-07,2735
2020-12-08,2803
2020-12-09,3438
2020-12-10,4154
2020-12-11,1595
2020-12-12,1791
2020-12-13,3108
2020-12-14,2236
2020-12-15,3127
2020-12-16,2833
2020-12-17,1521
2020-12-18,1240
2020-12-19,1163
2020-12-20,1633
2020-12-21,1791
2020-12-22,1491
2020-12-23,1467
2020-12-24,970
2020-12-25,529
2020-12-26,1352
2020-12-27,3147
2020-12-28,2936
2020-12-29,2988
2020-12-30,2916
2020-12-31,2151
2021-01-01,2622
2021-01-02,3737
2021-01-03,5842
2021-01-04,4509
2021-01-05,4165
2021-01-06,4325
2021-01-07,1712
2021-01-08,2281
2021-01-09,2922
2021-01-10,3935
2021-01-11,2800
2021-01-12,2244
2021-01-13,2300
2021-01-14,2310
2021-01-15,2378
2021-01-16,2752
2021-01-17,4419
2021-01-18,3375
2021-01-19,4298
2021-01-20,5213
2021-01-21,5847
2021-01-22,1678
2021-01-23,2025
2021-01-24,3001
2021-01-25,2713
2021-01-26,3058
2021-01-27,4010
2021-01-28,1755
2021-01-29,1521
2021-01-30,1787
2021-01-31,2545
2021-02-01,1873
2021-02-02,1891
2021-02-03,2160
2021-02-04,1315
2021-02-05,1414
2021-02-06,1465
2021-02-07,2472
2021-02-08,2030
2021-02-09,1752
2021-02-10,1619
2021-02-11,1352
2021-02-12,1312
2021-02-13,1112
2021-02-14,1838
2021-02-15,2758
2021-02-16,2728
2021-02-17,2795
2021-02-18,1424
2021-02-19,1082
2021-02-20,969
2021-02-21,1211
2021-02-22,1188
2021-02-23,1157
2021-02-24,2038
2021-02-25,2225
2021-02-26,1631
2021-02-27,1722
2021-02-28,2373
2021-03-01,2072
2021-03-02,1762
2021-03-03,1835
2021-03-04,1785
2021-03-05,1647
2021-03-06,1879
2021-03-07,3213
2021-03-08,2991
2021-03-09,3961
2021-03-10,4021
2021-03-11,1287
2021-03-12,1283
2021-03-13,1315
2021-03-14,2020
2021-03-15,1856
2021-03-16,1342
2021-03-17,1199
2021-03-18,1120
2021-03-19,1046
2021-03-20,1091
2021-03-21,1877
2021-03-22,2028
2021-03-23,1989
2021-03-24,1694
2021-03-25,1270
2021-03-26,1051
2021-03-27,1185
2021-03-28,1773
2021-03-29,1393
2021-03-30,1118
2021-03-31,946
2021-04-01,874
2021-04-02,789
2021-04-03,788
2021-04-04,1027
2021-04-05,1908
2021-04-06,1481
2021-04-07,1680
2021-04-08,1343
2021-04-09,971
2021-04-10,1282
2021-04-11,1794
2021-04-12,1450
2021-04-13,1244
2021-04-14,1406
2021-04-15,1319
2021-04-16,1034
2021-04-17,844
2021-04-18,1250
2021-04-19,1406
2021-04-20,1407
2021-04-21,1572
2021-04-22,1498
2021-04-23,892
2021-04-24,872
2021-04-25,2945
2021-04-26,2761
2021-04-27,2632
2021-04-28,1674
2021-04-29,2263
2021-04-30,1620
2021-05-01,1580
2021-05-02,2434
2021-05-03,2197
2021-05-04,2109
2021-05-05,2750
2021-05-06,2135
2021-05-07,1377
2021-05-08,1589
2021-05-09,1835
2021-05-10,2322
2021-05-11,2405
2021-05-12,2921
2021-05-13,974
2021-05-14,1011
2021-05-15,1193
2021-05-16,2316
2021-05-17,1832
2021-05-18,1859
2021-05-19,1966
2021-05-20,834
2021-05-21,928
2021-05-22,1017
2021-05-23,1075
2021-05-24,1734
2021-05-25,1281
2021-05-26,1385
2021-05-27,1432
2021-05-28,795
2021-05-29,617
2021-05-30,964
2021-05-31,1111
2021-06-01,854
2021-06-02,842
2021-06-03,967
2021-06-04,780
2021-06-05,902
2021-06-06,1239
2021-06-07,1255
2021-06-08,1187
2021-06-09,1536
2021-06-10,907
2021-06-11,1210
2021-06-12,944
2021-06-13,1122
2021-06-14,1427
2021-06-15,1346
2021-06-16,1336
2021-06-17,1293
2021-06-18,1148
2021-06-19,1270
2021-06-20,2212
2021-06-21,2786
2021-06-22,2639
2021-06-23,1419
2021-06-24,1233
2021-06-25,1266
2021-06-26,1020
2021-06-27,1662
2021-06-28,2335
2021-06-29,2367
2021-06-30,2661
2021-07-01,3037
2021-07-02,1076
2021-07-03,835
2021-07-04,1524
2021-07-05,1743
2021-07-06,1601
2021-07-07,1455
2021-07-08,1182
2021-07-09,1000
2021-07-10,782
2021-07-11,1471
2021-07-12,1518
2021-07-13,1697
2021-07-14,1648
2021-07-15,1416
2021-07-16,993
2021-07-17,678
2021-07-18,889
2021-07-19,1265
2021-07-20,1191
2021-07-21,1078
2021-07-22,916
2021-07-23,948
2021-07-24,982
2021-07-25,1549
2021-07-26,1579
2021-07-27,1445
2021-07-28,1414
2021-07-29,1458
2021-07-30,1344
2021-07-31,1346
2021-08-01,2474
2021-08-02,2236
2021-08-03,1287
2021-08-04,1270
2021-08-05,1132
2021-08-06,1286
2021-08-07,1144
2021-08-08,1955
2021-08-09,1937
2021-08-10,1723
2021-08-11,1300
2021-08-12,1352
2021-08-13,1225
2021-08-14,1196
2021-08-15,2138
2021-08-16,2908
2021-08-17,2158
2021-08-18,1945
2021-08-19,1882
2021-08-20,1585
2021-08-21,1156
2021-08-22,2582
2021-08-23,2070
2021-08-24,1826
2021-08-25,1707
2021-08-26,1990
2021-08-27,1844
2021-08-28,1812
2021-08-29,3668
2021-08-30,3236
2021-08-31,1893
